sell_id,price
1100575026,831504.612040497
1100549428,1070195.516824744
1100658222,1188048.6950703596
1100937408,923466.4463856233
1101037972,985678.0256879843
1100912634,1034219.3254051371
1101228730,800417.979019955
1100165896,513216.33767542243
1100768262,1704958.5826415264
1101218501,996694.0951611091
1099639378,795843.0432067898
1101117342,1614565.4263931024
1101179448,1706678.747992322
1101213155,1579991.6095995056
1099119749,534225.411490364
1101297715,2006332.8276417018
1101140033,1735951.8426385713
1101064868,1993913.4668035626
1101317804,1037336.5745430797
1101111488,1014594.7702351429
1100768272,1937213.6521378122
1100421544,2117227.4144691606
1100722458,1008521.1401820367
1101300724,851735.9867200515
1101306824,2276540.3041891707
1101197164,729830.7016402057
1101231413,1068296.9941304813
1101304285,1186573.9816632601
1100067940,695905.0157878876
1101308288,616079.3037508642
1100894230,813157.8521568459
1101312910,929593.1801331586
1101223694,493007.4148427476
1099639548,790320.2539760518
1099074356,1140245.816521048
1100322368,962429.8080420666
1100961472,833928.5130647292
1100845262,710703.9006021044
1099988176,445979.91997739184
1100042244,497586.5275820296
1101309690,912068.0502834904
1101300574,2305732.553785373
1101224473,836198.6832135847
1100836784,1166476.7061813949
1100422398,787798.4892762741
1101314339,1333238.3540664255
1101306219,1025701.0267735313
1101242401,239973.24237317088
1101315619,936564.5734399743
1101308178,1039933.9932621015
1100097290,1536299.9665751548
1101200833,942763.3681066625
1100946856,560279.1941225784
1101307735,2044561.8063824384
1100796864,753952.7157046383
1101311288,908728.0322562923
1101130347,1607872.905899704
1100182840,2099974.252321102
1101316944,905389.0685561626
1101317802,905597.7183183752
1101313751,529515.7678014573
1101314333,1175660.443453257
1101231212,1162990.6749158008
1098838700,503314.0222464174
1101197137,1096498.9666750785
1100988616,1149327.5959628108
1100700050,798703.2496411056
1101164707,716560.7258053125
1101063150,1120383.068940044
1101164320,496456.5116899277
1101303664,501027.4300593825
1101006422,915707.9269037526
1101255674,466526.6766051206
1101307192,1839205.4322550907
1101276634,1619270.2636387376
1100528772,162511.18806976714
1101218500,551488.0398363699
1101241664,1532951.3233832319
1101308609,617823.9242244413
1101288529,1279398.5734198724
1100900694,1448963.2165841828
1101318094,848472.0605484461
1101126989,1424680.1729509786
1101032064,2059831.236385345
1100023440,289806.7668566571
1101315490,799290.2471649015
1101255863,1218533.6667666296
1101310157,834030.2974461779
1101314332,1118210.2984243233
1101259960,873197.6003800889
1101313536,525342.2235398252
1100331688,727746.3086384498
1101306825,1563376.4421915966
1100644680,287830.2664925799
1100946562,776287.9168129477
1101300848,1342940.5138192442
1101078714,526570.8754695246
1101164710,1175827.6707057275
1101190444,1035290.4175816267
1101313226,1693897.9574222956
1101133971,716964.7837666861
1101300725,577311.0876309755
1101309349,1552760.365794327
1100853384,473798.24428857904
1101251474,1219293.852676374
1101307712,1027715.1199302148
1101179450,674750.6255823333
1101006252,751642.7029062918
1101311981,2076337.8657095833
1099149402,454892.6526974874
1100804182,519547.67053666257
1100864328,731237.7225870513
1101051298,1673869.6592437723
1101091869,837834.3455930647
1101306698,1002511.6964758517
1101305249,1074604.3421179561
1100879336,904186.205802729
1100891940,336201.8814423989
1101112088,298638.10734792094
1101307736,1873255.2528645298
1101305455,1080044.4527440232
1101318318,1141834.4004716466
1101318437,1217549.700471389
1101318340,712657.9605138655
1100491772,673129.0760433328
1101303126,1309108.4772483925
1101307737,873706.5079812838
1101300723,926978.4638692068
1101109897,1780161.8770765562
1101149022,726131.9772498234
1101305239,824785.6325542472
1100647816,743487.5835190221
1101301811,329120.9996379046
1101301999,750124.8041976717
1101302471,1312336.7874092625
1101166335,2227113.575457677
1100550988,806725.8891264938
1101289088,1629748.9970485389
1101317178,548293.4953236941
1101301998,1052545.568696811
1101208381,1030532.2988610049
1101306765,498166.75806528766
1101228729,698898.951792141
1101318528,1415482.6416552337
1101313541,1647766.914090739
1101313227,1213178.1362999277
1101300783,1257732.3044733775
1101302131,567052.3336070369
1099526678,765495.257882071
1101297111,417844.203140787
1101081978,1959973.3527590304
1101296061,575226.1157023698
1101306699,297850.1356243177
1101295714,940769.4816857082
1101284907,1128760.084158919
1101291784,1854672.8784202714
1101313442,3154384.6462486824
1101295706,1076225.4528213185
1099911448,936739.8166550191
1101293758,1728813.375300349
1101082771,1080135.9967201613
1101241145,1280658.3729565502
1101279352,1181135.4493664918
1101296031,236245.89580536028
1101316899,725121.8826769973
1101290178,483099.09457194724
1099961964,1142610.2109817658
1097203184,584692.9835085425
1101287458,919264.8781883396
1100773120,252182.18634899153
1100525252,1171137.2150084754
1101295358,1211329.6380704152
1101315853,1015413.955222528
1101282844,1566893.7236665196
1101163282,322987.0931496084
1100983440,288296.90245327086
1101216203,298070.72301696026
1099996508,643052.0927272824
1100959630,890587.6696042862
1101291783,814921.2659639413
1100999858,698243.71502304
1100397208,765120.4112262364
1101315743,259179.60745167255
1101120365,667876.1557987973
1101189161,734260.3591887124
1101285355,762064.0289059598
1101284979,500343.40595369186
1100687646,822786.2344095873
1101294007,278400.6732719884
1100380624,961479.2901053213
1101281560,839256.466410294
1100190708,1145556.015522172
1101314075,536106.996271237
1101285356,770205.4474001061
1100512280,1654449.4013591434
1101094061,672644.3292177677
1101028608,1094680.6522303156
1101190109,835645.6454404517
1100365512,927021.956404404
1101021218,2388466.884069779
1100632838,1021258.324617118
1101313538,386660.067270815
1101282265,795906.5953607017
1101283189,619702.7583689796
1097381176,646770.363063221
1101252047,928497.9960139171
1101285657,587379.0394200328
1101312640,923941.2584762026
1101314669,577715.034859165
1101282447,570052.9489225026
1101314169,1189730.3618355382
1101281734,2307430.984836371
1101278794,913000.5820070897
1101286821,752992.7364216609
1101312384,651792.322988478
1101242888,657998.2034711401
1101286653,626730.7557917518
1100518644,1267524.5859949554
1101285084,913909.3888801333
1100338458,797154.7050682025
1101285174,1212199.7355124534
1101131494,730875.4331404094
1100966120,1006532.4351541041
1101136734,1157856.9055549481
1101138183,1076616.0483964183
1100966944,850710.2725985916
